-0.475951,-0.682632,-0.443747,-0.081366,-0.357999,0.036786,-0.476114,0.952171,0.465629,-0.769452,0.094946
-0.227450,0.257002,-0.749884,0.967097,-0.113550,0.579117,0.588237,-0.277477,-0.167792,0.168516,-0.170276
0.520344,-0.624383,-0.423666,0.340438,-0.000703,-0.642863,-0.173717,-0.601610,0.063399,0.664741,0.915599
-0.629498,0.914718,-0.149171,0.008014,0.020942,-0.968417,0.463380,0.986610,-0.674245,-0.746730,-0.074609
-0.250332,0.386439,-0.994198,-0.261542,-0.882641,0.578672,-0.300462,0.405047,-0.017542,0.945745,0.370697
0.671936,0.220475,0.129038,0.994778,-0.490552,-0.971244,-0.821910,0.877965,0.946919,-0.017037,-1.404833
-0.318128,0.445715,-0.978206,0.519906,0.342806,-0.619109,0.332929,0.822245,-0.675765,0.821157,0.357487
-0.351284,0.400597,-0.469099,0.037917,-0.645064,-0.064308,-0.102071,-0.207871,0.583851,-0.013204,0.144366
0.447896,0.586046,-0.296952,0.819307,0.425775,0.794495,-0.159583,-0.064968,0.807854,0.267097,-0.704491
0.065659,-0.524978,0.893008,0.118860,0.514703,-0.527702,-0.140483,-0.211773,0.021419,-0.749194,-0.497524
0.367306,-0.944621,-0.532314,0.472884,0.868420,0.227208,-0.185044,0.707833,0.985664,-0.409260,0.353301
-0.219665,0.397914,-0.285961,-0.936150,-0.301717,-0.030482,-0.903530,0.830051,0.451133,0.544923,0.203205
-0.807100,-0.925540,-0.480375,-0.748985,-0.523701,0.364347,-0.037563,0.873017,0.162797,-0.627785,1.043436
-0.626144,-0.322893,-0.134465,-0.846459,0.272017,-0.883181,0.447360,0.320204,-0.982363,0.526363,1.468943
-0.322736,0.552426,-0.328407,0.161084,-0.656046,0.692435,-0.458194,0.489278,0.126839,0.800176,-0.705384
0.096644,-0.949717,-0.838721,0.911118,-0.087937,-0.705306,0.349922,0.247333,0.100412,0.811501,1.058367
0.796638,-0.475195,0.438314,-0.029707,-0.438230,-0.883441,-0.589883,0.280078,-0.428051,-0.114923,-0.578108
-0.308109,-0.000526,0.310144,0.898830,-0.933851,0.112678,0.281600,-0.683118,0.452895,-0.242960,-0.731801
0.023106,0.156482,0.690562,0.403658,0.258379,-0.897314,-0.908180,0.058030,0.566086,0.406156,-0.768914
-0.606762,-0.456511,-0.569499,-0.183306,0.310552,-0.459360,-0.439111,0.563540,0.704233,0.094872,1.122820
0.448229,-0.133664,0.641067,0.648659,-0.966917,0.466080,0.434486,0.438515,0.572146,0.874383,-0.924830
0.316326,-0.625004,0.376411,0.980782,0.828741,0.730164,-0.906594,-0.984322,0.499013,0.467080,-1.046968
0.416740,-0.685835,-0.762908,-0.679196,0.646346,-0.192564,-0.641739,0.262913,-0.923756,-0.811794,0.634260
-0.776624,0.378906,0.234532,0.147606,0.652219,0.489556,-0.546698,-0.824223,0.001872,-0.372616,-0.825605
-0.464053,0.018884,0.403257,0.814368,-0.092414,0.066417,0.617630,-0.221550,0.485964,0.969821,0.054461
-0.578515,0.156830,0.441435,-0.732873,0.626018,0.474231,0.488797,0.687080,0.499518,0.482228,0.693284
0.283811,0.279448,0.655705,0.668063,-0.557018,0.324351,-0.641560,0.643094,-0.936339,-0.931507,-2.923415
-0.961141,0.291161,0.063311,-0.944878,-0.947115,0.495364,0.497392,-0.537158,0.569056,0.688476,1.496891
0.660946,0.110206,0.383608,0.544159,0.477489,-0.185861,0.342669,0.393854,0.630127,-0.301342,-0.481224
0.047453,-0.616406,-0.495110,0.082925,-0.397003,0.290047,-0.902196,-0.781244,0.515355,-0.114295,0.041143
0.939408,-0.754930,-0.284353,0.846991,0.671750,0.956329,-0.608919,-0.281284,0.290461,-0.445859,-1.039317
-0.906233,0.163124,-0.624703,0.578663,-0.239301,-0.347075,0.302607,0.249562,-0.376848,0.495852,0.187062
-0.193619,0.529930,-0.911564,0.819696,0.292726,-0.094736,-0.955910,-0.582361,0.226582,0.856112,-0.287651
0.208498,0.122887,-0.171352,0.671747,0.162547,0.489237,-0.508482,-0.771182,0.979556,-0.934832,-0.798715
-0.557034,-0.169435,-0.521462,-0.469028,0.111522,0.219903,0.213508,0.522914,-0.569439,0.787144,0.923556
0.320745,-0.909518,0.193768,-0.245238,-0.311395,-0.602478,0.430838,0.954595,-0.444287,0.310988,0.525001
-0.125525,-0.133717,-0.788509,-0.496999,0.736331,-0.768252,-0.366883,0.429761,-0.241127,-0.459092,0.925004
0.893807,0.820019,0.220537,0.992332,0.973199,0.755911,0.002952,0.623305,0.591806,-0.644828,-1.861167
0.214825,-0.804244,-0.542358,-0.713516,-0.380866,-0.093136,-0.407237,0.119017,0.743574,-0.585845,1.361791
-0.884798,0.816115,-0.319687,0.682500,0.864670,0.619015,-0.874488,-0.194303,-0.486484,0.288189,-1.505692
0.145566,0.851148,-0.212243,0.675284,0.364310,-0.332570,-0.431876,0.410414,0.142611,0.942637,-0.760933
-0.560528,-0.528057,0.387479,0.322880,0.839730,0.843951,-0.493695,0.074939,-0.208936,-0.816848,-1.159246
-0.453815,-0.828116,0.952633,0.799714,0.667608,0.958833,0.194857,0.359679,-0.556739,0.852083,-1.512002
-0.922956,0.264264,-0.920588,0.946730,0.751200,0.007473,0.178748,-0.438349,-0.693770,0.658651,0.105543
-0.737320,-0.735574,-0.311438,0.976316,-0.033432,-0.384965,-0.499839,0.563030,-0.707608,-0.123102,-1.024319
0.736147,-0.972180,0.514866,0.958001,-0.533883,0.481329,0.600592,0.742440,0.392095,-0.557960,-1.087206
-0.837286,0.118282,0.118806,-0.200690,0.091942,-0.667269,-0.653230,0.429567,0.993580,0.601960,0.521476
-0.667789,0.547850,-0.419169,0.854987,-0.053950,-0.203956,-0.800901,0.010083,-0.823907,0.369488,-1.525881
-0.724598,-0.059871,-0.504970,0.998995,-0.455025,0.170333,-0.971191,0.222200,0.021856,-0.034401,-1.404454
-0.194312,0.778198,-0.633391,0.387182,0.555221,0.468733,0.213905,0.400809,-0.518513,-0.829742,-0.813447
